,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
268,CRPG3,33.8,241.89,1.44,1.827,0.008199999999999999,1.019,1.87,-17.89,2.6,-15.8,-31.42,-0.10210000000000001,0.0076,4.9,-0.0697,0.006,0.0,679978000.0,0.01,-0.024
269,CRPG5,29.49,211.04,1.26,1.594,0.0098,0.889,1.63,-15.61,2.27,-13.52,-26.88,-0.10210000000000001,0.0076,4.9,-0.0697,0.006,69022.9,679978000.0,0.01,-0.024
270,CRPG6,29.49,211.04,1.26,1.594,0.009399999999999999,0.889,1.63,-15.61,2.27,-13.52,-26.88,-0.10210000000000001,0.0076,4.9,-0.0697,0.006,14032.7,679978000.0,0.01,-0.024
271,CRTP3,86.5,22.26,2.38,2.435,0.0,1.57,5.55,19.63,8.19,18.02,18.02,0.124,0.1094,2.14,0.12359999999999999,0.10679999999999999,0.0,1210570000.0,0.12,0.1011
272,CRTP5,62.1,15.98,1.71,1.748,0.0,1.127,3.98,14.09,5.88,12.48,12.48,0.124,0.1094,2.14,0.12359999999999999,0.10679999999999999,0.0,1210570000.0,0.12,0.1011
273,CRUZ3,27.59,25.31,22.46,6.614,0.0,7.185,62.03,20.74,124.93,20.75,19.27,0.3189,0.2613,1.19,0.46799999999999997,0.8876000000000001,0.0,1877350000.0,0.63,0.0304
274,CSAB3,30.5,58.43,1.11,312.32,0.0,0.566,0.0,18.86,0.0,0.0,0.0,16.5627,5.3453,0.0,0.0,0.0189,0.0,211654000.0,0.0,-0.1783
275,CSAB4,48.97,93.81,1.78,501.453,0.0,0.909,0.0,30.28,0.0,0.0,0.0,16.5627,5.3453,0.0,0.0,0.0189,0.0,211654000.0,0.0,-0.1783
276,CSAN3,12.89,13.37,1.17,0.609,0.035,0.169,1.73,3.26,-0.4,9.94,6.76,0.1865,0.14029999999999998,1.79,0.0602,0.0874,144945000.0,20676800000.0,3.18,0.3666
277,CSED3,3.75,10.76,0.96,0.575,0.043899999999999995,0.305,-7.96,3.33,-0.64,4.06,2.47,0.1725,0.053399999999999996,0.84,0.1054,0.0891,3311030.0,1425110000.0,0.55,0.09789999999999999
278,CSMG3,20.65,5.64,1.01,1.042,0.1561,0.555,19.34,4.04,-1.93,6.01,4.26,0.2579,0.18489999999999998,1.21,0.1489,0.1797,27707500.0,7752950000.0,0.59,0.09480000000000001
279,CSNA3,12.65,907.3,0.97,0.383,0.11539999999999999,0.183,2.28,2.78,-0.42,7.74,4.92,0.1377,0.017,1.29,0.0882,0.0011,96497800.0,17297400000.0,2.68,0.1414
280,CSPC3,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.3862,0.1885,1.43,0.2918,0.4533,0.0,2126670000.0,1.48,0.4115
281,CSPC4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.3862,0.1885,1.43,0.2918,0.4533,0.0,2126670000.0,1.48,0.4115
282,CSRN3,21.73,6.1,2.14,1.022,0.11869999999999999,0.639,58.91,3.94,-1.35,6.38,5.39,0.2595,0.1677,1.05,0.18359999999999999,0.3517,12327.1,1703000000.0,1.55,0.0935
283,CSRN5,23.0,6.45,2.27,1.082,0.1234,0.676,62.35,4.17,-1.43,6.61,5.58,0.2595,0.1677,1.05,0.18359999999999999,0.3517,160.47,1703000000.0,1.55,0.0935
284,CSRN6,24.72,6.94,2.44,1.163,0.1148,0.727,67.01,4.48,-1.53,6.92,5.85,0.2595,0.1677,1.05,0.18359999999999999,0.3517,829.35,1703000000.0,1.55,0.0935
285,CSTB3,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40850000000000003,0.2898,2.6,0.22399999999999998,0.2011,0.0,8420670000.0,0.14,0.3191
286,CSTB4,147.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40850000000000003,0.2898,2.6,0.22399999999999998,0.2011,0.0,8420670000.0,0.14,0.3191
287,CSUD3,17.99,8.13,1.68,1.401,0.0602,1.118,18.99,6.33,-22.58,6.38,4.18,0.22149999999999997,0.1723,1.26,0.2192,0.20670000000000002,948387.0,447312000.0,0.22,0.054000000000000006
288,CTIP3,49.5,35.13,8.76,8.248,0.0,3.774,-71.28,21.15,-14.32,21.42,18.26,0.3899,0.2348,0.85,0.2463,0.2494,0.0,1486250000.0,0.67,0.1343
289,CTKA3,19.01,2.7,-1.16,0.179,0.0,0.185,0.67,2.39,-0.4,11.07,8.03,0.0751,0.0665,1.66,0.0993,-0.4304,690.35,-101578000.0,-4.8,0.1858
290,CTKA4,17.0,2.41,-1.04,0.16,0.0,0.165,0.6,2.14,-0.36,10.82,7.84,0.0751,0.0665,1.66,0.0993,-0.4304,3608.26,-101578000.0,-4.8,0.1858
291,CTNM3,8.67,-0.56,1.11,0.221,0.0,0.081,-0.26,-0.66,-0.14,-3.38,-4.59,-0.3348,-0.7051999999999999,0.49,-0.14429999999999998,-1.972,1284.3,240294000.0,5.43,-0.042
292,CTNM4,0.74,-0.05,0.09,0.019,0.0,0.007,-0.02,-0.06,-0.01,-2.78,-3.77,-0.3348,-0.7051999999999999,0.49,-0.14429999999999998,-1.972,59435.5,240294000.0,5.43,-0.042
293,CTPC3,0.2,76.36,1.08,0.0,0.0,0.097,0.0,-16.86,0.0,-18.75,-18.75,0.0,0.0,0.0,0.0,0.0141,0.0,2411000.0,0.0,-0.061
294,CTPC4,6.5,2.48,0.03,0.0,0.0,0.003,0.0,-0.55,0.0,-2.44,-2.44,0.0,0.0,0.0,0.0,0.0141,0.0,2411000.0,0.0,-0.061
295,CTSA3,2.22,-1.25,0.27,0.573,0.0,0.098,1.2,-1.05,-0.3,-4.06,-5.0,-0.5435,-0.4569,1.37,-0.1065,-0.21359999999999998,13163.0,230512000.0,0.91,-0.24780000000000002
296,CTSA4,0.85,-0.48,0.1,0.219,0.0,0.037,0.46,-0.4,-0.11,-3.41,-4.2,-0.5435,-0.4569,1.37,-0.1065,-0.21359999999999998,34595.9,230512000.0,0.91,-0.24780000000000002
297,CTSA8,1.0,-0.57,0.12,0.258,0.0,0.044,0.54,-0.48,-0.13,-3.48,-4.28,-0.5435,-0.4569,1.37,-0.1065,-0.21359999999999998,0.0,230512000.0,0.91,-0.24780000000000002
298,CTWR3,100.0,9.76,56.77,0.317,0.0,1.141,3.79,-10.64,-142.17,-8.91,-8.91,-0.0298,0.0325,1.45,-0.2186,5.8191,0.0,879000.0,5.52,0.049400000000000006
299,CURY3,18.95,10.41,5.5,1.768,0.1153,1.621,4.34,7.73,28.72,7.16,6.9,0.2286,0.1776,2.09,0.321,0.5279,33076000.0,1006210000.0,0.6,0.35
300,CVCB3,1.9,-2.75,1.73,0.67,0.0,0.262,-6.23,7.12,-0.89,8.91,3.5,0.094,-0.2437,0.93,0.0542,-0.6281,26687400.0,578431000.0,1.42,0.1127
301,CXSE3,14.2,11.76,3.17,0.0,0.0751,2.866,41.67,-355.46,41.83,-344.91,-344.94,0.0,0.0,1.71,-0.0088,0.2698,53863400.0,13429400000.0,0.0,0.0
302,CYRE3,18.98,7.26,0.95,1.16,0.049,0.434,1.15,7.65,7.62,10.03,9.48,0.1516,0.18789999999999998,3.14,0.0675,0.131,108234000.0,7985750000.0,0.61,0.1442
303,CYRE4,8.5,3.25,0.43,0.519,0.0,0.195,0.52,3.43,3.41,5.81,5.49,0.1516,0.18789999999999998,3.14,0.0675,0.131,0.0,7985750000.0,0.61,0.1442
304,CZLT33,29.23,11.24,1.39,0.526,0.0,0.145,1.87,3.1,-0.29,10.26,4.03,0.1697,0.09140000000000001,1.58,0.053099999999999994,0.12359999999999999,0.0,5691680000.0,3.93,0.0788
305,CZRS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.0,1145670000.0,0.0,0.1444
306,CZRS4,2.49,8.89,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.0,1145670000.0,0.0,0.1444
307,DAGB33,375.0,71.75,1.6,0.64,0.0,0.51,15.24,11.87,-1.27,19.35,30.65,0.053899999999999997,0.0167,1.17,0.0496,0.022400000000000003,0.0,12597300000.0,1.18,0.3208
308,DASA3,2.98,-1.91,0.31,0.155,0.0,0.083,0.99,2.52,-0.19,13.32,5.36,0.0616,-0.0806,1.4,0.0378,-0.1637,7169730.0,7183710000.0,1.63,0.3147
309,DAYC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17329999999999998,0.0,3009030000.0,0.0,0.0815
310,DAYC4,8.9,4.12,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17329999999999998,0.0,3009030000.0,0.0,0.0815
311,DESK3,14.79,16.56,1.34,1.654,0.0028000000000000004,0.53,24.01,5.14,-1.27,7.59,4.92,0.3221,0.11349999999999999,1.14,0.1191,0.08070000000000001,2618670.0,1279210000.0,0.92,0.5181
312,DEXP3,10.1,5.41,1.24,0.571,0.0506,0.659,1.38,5.86,2.28,4.97,4.18,0.0974,0.1219,3.57,0.16899999999999998,0.2286,694497.0,768208000.0,0.35,0.2108
313,DEXP4,10.0,5.35,1.22,0.565,0.054000000000000006,0.652,1.37,5.8,2.26,4.91,4.13,0.0974,0.1219,3.57,0.16899999999999998,0.2286,16883.2,768208000.0,0.35,0.2108
314,DFVA3,9.9,-31.38,60.69,4.327,0.0,5.365,29.1,-55.91,-31.47,-58.28,-58.28,-0.0774,-0.1379,1.33,-0.1035,-1.9342,0.0,1170000.0,2.84,0.0339
315,DFVA4,8.0,-25.35,49.04,3.497,0.0,4.335,23.51,-45.18,-25.43,-47.55,-47.55,-0.0774,-0.1379,1.33,-0.1035,-1.9342,0.0,1170000.0,2.84,0.0339
316,DHBI3,19.0,-0.83,-0.17,0.869,0.0,0.343,-0.16,-3.68,-0.13,-24.58,-59.55,-0.23579999999999998,-1.5481,0.12,-0.105,0.21030000000000001,0.0,-456340000.0,-0.99,-0.23620000000000002
317,DHBI4,1.01,-0.04,-0.01,0.046,0.0,0.018,-0.01,-0.2,-0.01,-21.09,-51.1,-0.23579999999999998,-1.5481,0.12,-0.105,0.21030000000000001,0.0,-456340000.0,-0.99,-0.23620000000000002
318,DIRR3,25.26,10.36,2.08,1.776,0.018600000000000002,0.556,1.85,9.7,-1.95,10.2,8.95,0.1832,0.196,3.39,0.0688,0.201,47213500.0,2105010000.0,0.67,0.15710000000000002
319,DJON4,0.18,-1.7,0.22,-0.956,0.0,0.166,-1.29,-1.42,-0.85,-1.98,-1.98,0.6737000000000001,0.5633,0.24,-0.1202,-0.1284,0.0,2702000.0,0.09,0.45189999999999997
320,DMFN3,12.5,11.39,0.8,0.0,0.0276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699,0.0,14359000.0,0.0,0.3442
321,DMMO3,1.76,-258.65,-1.72,2.854,0.0,3.346,11.9,6.37,-1.37,5.9,5.42,0.4481,-0.011000000000000001,2.25,0.7039,0.0066,0.0,-553275000.0,0.0,-0.17370000000000002
322,DMVF3,7.0,14.76,0.41,0.194,0.0,0.222,5.51,16.36,-1.55,15.82,2.65,0.011899999999999999,0.0132,1.15,0.0171,0.0275,1255930.0,871887000.0,0.05,0.2368
323,DOCA3,11.0,-0.4,-0.03,-3.064,0.0,0.03,-0.32,-0.26,-0.02,-6.86,-6.76,11.6592,6.3617,0.61,-0.12480000000000001,0.0824,0.0,-390317000.0,-0.82,-0.38799999999999996
324,DOCA4,5.0,-0.18,-0.01,-1.393,0.0,0.014,-0.15,-0.12,-0.01,-6.71,-6.62,11.6592,6.3617,0.61,-0.12480000000000001,0.0824,0.0,-390317000.0,-0.82,-0.38799999999999996
325,DOHL3,10.5,-59.96,1.14,1.357,0.0,0.821,1.8,-82.11,2.96,-90.33,109.18,-0.0165,-0.0226,5.61,-0.0108,-0.019,766.95,698034000.0,0.17,0.0545
326,DOHL4,4.02,-22.96,0.44,0.52,0.0,0.314,0.69,-31.44,1.13,-39.66,47.93,-0.0165,-0.0226,5.61,-0.0108,-0.019,7425.88,698034000.0,0.17,0.0545
327,DOTZ3,6.92,-1.67,-0.38,0.636,0.0,0.379,-0.47,-7.01,-0.24,-9.37,7.73,-0.0907,-0.38159999999999994,0.33,-0.0888,0.2296,132716.0,-240089000.0,-0.38,0.046900000000000004
328,DPPI3,85.0,16.65,4.99,-1.453,0.0,3.753,8.7,190.72,9.75,177.18,177.18,-0.0076,-0.0504,3.14,0.03,0.29969999999999997,0.0,545227000.0,0.06,0.1514
329,DPPI4,38.9,7.62,2.28,-0.665,0.0,1.718,3.98,87.28,4.46,73.74,73.74,-0.0076,-0.0504,3.14,0.03,0.29969999999999997,0.0,545227000.0,0.06,0.1514
330,DSUL3,7.95,5.65,0.97,0.879,0.0,0.721,1.93,2.37,2.7,1.27,1.27,0.3713,0.1602,3.5,0.4891,0.1725,0.0,236447000.0,0.01,0.3669
331,DTCY3,5.4,-15.67,-13.7,10.871,0.0,10.764,-26.26,-15.44,-7.83,-15.78,-29.17,-0.7041,-0.6938,0.5,-0.8151,0.8742,60.79,-4388000.0,-0.46,-0.2108
332,DUFB11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,DUQE3,28.0,-1.58,-11.29,12.103,0.0,0.428,-0.74,-1.65,-0.57,-2.7,-2.98,-7.329199999999999,-7.676,0.33,-0.2821,7.1574,0.0,-6987000.0,-7.19,-0.42700000000000005
334,DUQE4,2.95,-0.17,-1.19,1.275,0.0,0.045,-0.08,-0.17,-0.06,-1.23,-1.35,-7.329199999999999,-7.676,0.33,-0.2821,7.1574,0.0,-6987000.0,-7.19,-0.42700000000000005
335,DURA3,31.9,16.62,2.26,2.218,0.0,1.244,17.52,10.29,-10.66,11.64,11.64,0.21559999999999999,0.13390000000000002,1.27,0.1438,0.1359,0.0,1789980000.0,0.52,0.1094
336,DURA4,31.39,16.35,2.22,2.182,0.0,1.224,17.24,10.12,-10.49,11.47,11.47,0.21559999999999999,0.13390000000000002,1.27,0.1438,0.1359,0.0,1789980000.0,0.52,0.1094
337,DXCO3,6.6,8.99,0.85,0.712,0.0434,0.296,2.19,6.77,-0.94,12.66,5.04,0.1051,0.0817,1.7,0.0556,0.09449999999999999,20486800.0,6372670000.0,1.18,0.10710000000000001
338,DXTG4,3.68,13.02,1.32,0.675,0.0,0.689,2.44,6.26,7.48,6.33,6.33,0.10779999999999999,0.066,2.77,0.1231,0.10099999999999999,0.0,768999000.0,0.04,0.083
339,EALT3,11.18,4.64,1.0,0.488,0.041299999999999996,0.44,10.09,4.12,-2.9,5.99,4.43,0.1185,0.10529999999999999,1.12,0.11460000000000001,0.21530000000000002,3941.88,252047000.0,0.5,0.2066
340,EALT4,11.45,4.75,1.02,0.5,0.0444,0.451,10.33,4.22,-2.97,6.09,4.5,0.1185,0.10529999999999999,1.12,0.11460000000000001,0.21530000000000002,135257.0,252047000.0,0.5,0.2066
341,EBCO3,1.05,12.03,0.84,0.346,0.0,0.368,52.72,8.94,-15.02,8.68,8.68,0.0388,0.028999999999999998,1.01,0.0504,0.07,0.0,828097000.0,0.02,0.060899999999999996
342,EBCO4,1.0,11.46,0.8,0.33,0.0,0.351,50.21,8.51,-14.31,8.26,8.26,0.0388,0.028999999999999998,1.01,0.0504,0.07,0.0,828097000.0,0.02,0.060899999999999996
343,EBEN4,17.51,1.34,0.54,0.113,0.0,0.091,-0.65,0.58,-0.16,3.55,2.99,0.19469999999999998,0.08470000000000001,0.65,0.1773,0.40380000000000005,0.0,1268400000.0,3.02,0.0819
344,EBTP3,10.21,-43.56,1.17,0.548,0.0,0.353,-502.47,6.42,-0.73,8.46,2.85,0.08529999999999999,-0.0103,0.99,0.0603,-0.0268,0.0,10782200000.0,0.39,0.221
345,EBTP4,10.0,-42.66,1.14,0.537,0.0,0.346,-492.13,6.29,-0.71,8.33,2.81,0.08529999999999999,-0.0103,0.99,0.0603,-0.0268,0.0,10782200000.0,0.39,0.221
346,ECIS3,211.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.53,0.349,0.1418,1.38,0.12480000000000001,0.0733,0.0,129346000.0,0.38,0.0466
347,ECIS4,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.53,0.349,0.1418,1.38,0.12480000000000001,0.0733,0.0,129346000.0,0.38,0.0466
348,ECOR3,6.27,6.34,1.47,0.466,0.0444,0.159,-15.53,1.36,-0.24,5.79,4.6,0.34340000000000004,0.077,0.96,0.1471,0.2318,30400700.0,2969360000.0,6.6,0.2414
349,ECPR3,90.25,-9.87,1.21,0.0,0.0,0.621,174.62,-82.52,-1.29,-82.15,-82.27,0.0,0.0,2.97,-0.0075,-0.12279999999999999,0.0,141476000.0,0.0,0.0
350,ECPR4,90.74,-9.92,1.22,0.0,0.0,0.624,175.57,-82.97,-1.29,-82.6,-82.72,0.0,0.0,2.97,-0.0075,-0.12279999999999999,0.0,141476000.0,0.0,0.0
351,EEEL3,421.01,6.71,2.02,2.175,0.0,0.687,5.29,3.89,-1.56,5.62,5.58,0.5596,0.3257,2.49,0.1918,0.30079999999999996,0.0,2000040000.0,1.1,0.1258
352,EEEL4,410.0,6.54,1.97,2.118,0.0,0.669,5.15,3.79,-1.52,5.52,5.48,0.5596,0.3257,2.49,0.1918,0.30079999999999996,0.0,2000040000.0,1.1,0.1258
353,EGIE3,44.12,8.51,3.34,3.447,0.053,0.792,12.39,6.8,-1.44,9.82,8.33,0.5067,0.4052,1.51,0.1351,0.3926,76277300.0,10778800000.0,1.97,-0.0019
354,EKTR3,38.69,7.8,2.32,0.861,0.2255,0.646,11.04,3.63,-1.6,5.9,5.01,0.2373,0.1103,1.23,0.2122,0.29710000000000003,266.72,3235000000.0,1.79,0.0724
355,EKTR4,39.0,7.86,2.34,0.867,0.24609999999999999,0.652,11.13,3.66,-1.61,5.93,5.03,0.2373,0.1103,1.23,0.2122,0.29710000000000003,35881.0,3235000000.0,1.79,0.0724
356,ELCA3,24.7,28.02,12.81,3.099,0.0,1.837,48.8,11.37,-3.67,13.52,11.51,0.2725,0.1528,1.15,0.18899999999999997,0.4571,0.0,4069810000.0,3.12,0.11220000000000001
357,ELCA4,20.2,22.91,10.47,2.534,0.0,1.502,39.91,9.3,-3.0,11.45,9.74,0.2725,0.1528,1.15,0.18899999999999997,0.4571,0.0,4069810000.0,3.12,0.11220000000000001
358,ELEK3,19.11,24.46,2.66,0.619,0.0034000000000000002,1.067,3.75,52.11,-110.34,65.77,26.15,0.011899999999999999,0.0253,1.94,0.0252,0.10869999999999999,0.0,226327000.0,0.99,0.056900000000000006
359,ELEK4,26.0,33.27,3.62,0.842,0.0025,1.452,5.1,70.89,-150.12,84.56,33.61,0.011899999999999999,0.0253,1.94,0.0252,0.10869999999999999,0.0,226327000.0,0.99,0.056900000000000006
360,ELET3,34.69,18.23,0.71,2.183,0.0116,0.303,4.87,7.93,-0.75,12.19,8.91,0.2752,0.11779999999999999,1.57,0.041299999999999996,0.039,291683000.0,112582000000.0,0.54,0.0661
361,ELET5,99.0,52.04,2.03,6.229,0.0,0.864,13.9,22.64,-2.15,26.89,19.66,0.2752,0.11779999999999999,1.57,0.041299999999999996,0.039,0.0,112582000000.0,0.54,0.0661
362,ELET6,38.91,20.45,0.8,2.448,0.046900000000000004,0.34,5.46,8.9,-0.84,13.15,9.61,0.2752,0.11779999999999999,1.57,0.041299999999999996,0.039,68316400.0,112582000000.0,0.54,0.0661
363,ELEV3,24.3,312.39,3.22,0.688,0.0,0.954,5.75,37.19,-5.18,51.41,51.41,0.018500000000000003,0.0027,1.47,0.0301,0.0103,0.0,489356000.0,1.35,0.0369
364,ELMD3,17.44,22.82,2.74,2.457,0.005,1.08,-117.45,10.6,-3.81,12.74,8.06,0.2318,0.13470000000000001,0.96,0.1243,0.12,1074960.0,891681000.0,0.85,0.6736
365,ELPL3,49.32,9.65,3.15,0.507,0.0,0.341,-4.64,2.96,-0.52,5.18,4.01,0.1711,0.0526,0.76,0.1272,0.32659999999999995,0.0,3091000000.0,2.43,0.0698
366,ELPL4,15.98,3.13,1.02,0.164,0.0,0.111,-1.5,0.96,-0.17,3.17,2.46,0.1711,0.0526,0.76,0.1272,0.32659999999999995,0.0,3091000000.0,2.43,0.0698
367,ELPL5,30.5,5.97,1.95,0.314,0.0,0.211,-2.87,1.83,-0.32,4.05,3.14,0.1711,0.0526,0.76,0.1272,0.32659999999999995,0.0,3091000000.0,2.43,0.0698
368,ELPL6,30.2,5.91,1.93,0.311,0.0,0.209,-2.84,1.81,-0.32,4.03,3.12,0.1711,0.0526,0.76,0.1272,0.32659999999999995,0.0,3091000000.0,2.43,0.0698
369,ELUM3,36.0,11.12,1.5,0.94,0.0,0.886,2.31,14.76,2.51,10.02,10.02,0.0637,0.08460000000000001,2.02,0.094,0.13470000000000001,0.0,443231000.0,0.08,0.084
370,ELUM4,47.9,14.79,1.99,1.251,0.0,1.178,3.07,19.64,3.34,14.9,14.9,0.0637,0.08460000000000001,2.02,0.094,0.13470000000000001,0.0,443231000.0,0.08,0.084
371,EMAE4,47.39,11.36,1.58,2.83,0.044199999999999996,0.826,2.28,29.16,-22.7,21.88,19.58,0.0971,0.249,5.73,0.0359,0.1387,233237.0,1110980000.0,0.0,0.0883
372,EMBR3,37.87,21.66,2.01,1.045,0.0,0.521,2.82,13.08,-3.0,15.76,10.16,0.0799,0.0493,1.51,0.051500000000000004,0.09300000000000001,237068000.0,13924100000.0,0.94,0.2118
373,ENAT3,20.46,119.91,1.31,3.092,0.0,0.618,3.91,22.53,-2.65,27.03,6.09,0.1373,0.0258,2.17,0.0374,0.0109,52967000.0,4154130000.0,0.74,0.1784
374,ENBR3,24.08,10.09,1.26,0.803,0.0,0.41,9.32,3.26,-1.05,5.53,4.22,0.2463,0.092,1.21,0.1429,0.1246,0.0,11128500000.0,1.12,0.0364
375,ENER3,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,1177430000.0,3.23,0.15789999999999998
376,ENER5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,1177430000.0,3.23,0.15789999999999998
377,ENER6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,1177430000.0,3.23,0.15789999999999998
378,ENEV3,12.43,-297.98,1.6,2.044,0.0,0.457,17.84,7.57,-0.87,14.28,8.96,0.2699,0.015300000000000001,1.26,0.06480000000000001,-0.0054,89077500.0,12326800000.0,1.61,0.3395
379,ENGI11,44.99,8.6,1.35,0.687,0.0337,0.29,4.99,2.93,-0.63,6.22,5.04,0.2348,0.10710000000000001,1.28,0.1184,0.1572,140213000.0,15247500000.0,2.12,0.1107
380,ENGI3,13.4,12.8,2.01,1.024,0.0226,0.433,7.43,4.36,-0.94,7.66,6.2,0.2348,0.10710000000000001,1.28,0.1184,0.1572,89951.2,15247500000.0,2.12,0.1107
381,ENGI4,7.82,7.47,1.17,0.597,0.0387,0.252,4.34,2.54,-0.55,5.84,4.73,0.2348,0.10710000000000001,1.28,0.1184,0.1572,100982.0,15247500000.0,2.12,0.1107
382,ENJU3,2.06,-7.76,1.26,1.896,0.0,0.939,2.21,-5.78,2.69,-2.6,-4.24,-0.3282,-0.24420000000000003,3.4,-0.3815,-0.162,3736650.0,331849000.0,0.0,0.3997
383,ENMT3,84.38,12.09,4.85,2.347,0.0393,1.379,30.82,7.68,-3.09,9.48,8.47,0.30579999999999996,0.1941,1.2,0.2048,0.40090000000000003,2448.56,3811240000.0,1.42,0.1266
384,ENMT4,64.9,9.3,3.73,1.805,0.0512,1.061,23.71,5.9,-2.38,7.71,6.89,0.30579999999999996,0.1941,1.2,0.2048,0.40090000000000003,49451.2,3811240000.0,1.42,0.1266
385,EPAR3,6.04,-4.06,1.12,0.335,0.4756,0.906,4.17,-54.14,11.67,-53.39,4.41,-0.0062,-0.08259999999999999,5.6,-0.0172,-0.2749,83957.5,80486000.0,0.01,-0.0329
386,EPAR4,3.3,-2.22,0.61,0.183,0.0,0.495,2.28,-29.58,6.38,-28.83,2.38,-0.0062,-0.08259999999999999,5.6,-0.0172,-0.2749,0.0,80486000.0,0.01,-0.0329
387,EQMA3B,27.38,5.83,1.15,0.778,0.08689999999999999,0.483,9.17,3.45,-1.45,5.22,4.35,0.2255,0.1334,1.27,0.1611,0.19690000000000002,8166.26,3915830000.0,0.77,0.1026
388,EQMA5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3915830000.0,0.0,0.1026
389,EQMA6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3915830000.0,0.0,0.1026
390,EQPA3,6.9,6.83,3.0,1.46,0.1101,1.043,10.58,4.66,-2.91,5.77,5.09,0.3134,0.2137,1.5,0.2638,0.4396,42831.0,5075140000.0,0.96,0.1769
391,EQPA5,9.0,8.91,3.92,1.905,0.08439999999999999,1.36,13.81,6.08,-3.79,7.19,6.34,0.3134,0.2137,1.5,0.2638,0.4396,41.86,5075140000.0,0.96,0.1769
392,EQPA6,7.01,6.94,3.05,1.483,0.1084,1.06,10.75,4.73,-2.95,5.85,5.15,0.3134,0.2137,1.5,0.2638,0.4396,16.3,5075140000.0,0.96,0.1769
393,EQPA7,9.0,8.91,3.92,1.905,0.08439999999999999,1.36,13.81,6.08,-3.79,7.19,6.34,0.3134,0.2137,1.5,0.2638,0.4396,209.3,5075140000.0,0.96,0.1769
394,EQTL3,29.27,15.38,1.57,0.828,0.015300000000000001,0.335,5.43,3.68,-0.66,7.52,6.2,0.22510000000000002,0.07780000000000001,1.36,0.105,0.1024,207220000.0,21396000000.0,2.07,0.2245
395,ESCE3,172.0,2.85,0.57,0.197,0.0,0.135,-4.34,1.04,-0.25,4.0,3.3,0.1898,0.069,0.88,0.14679999999999999,0.2002,0.0,1771250000.0,1.83,0.0873
396,ESPA3,1.02,-15.34,0.43,0.364,0.0,0.163,0.89,2.9,-0.86,8.4,4.93,0.12560000000000002,-0.0256,1.75,0.061200000000000004,-0.0278,910902.0,863570000.0,0.99,0.23010000000000003
397,ESTC11,23.5,15.72,0.76,0.457,0.0,0.252,3.26,2.99,-0.59,8.38,4.19,0.15289999999999998,0.0294,1.48,0.0946,0.0482,0.0,3197080000.0,1.62,0.1
